"brand","model","cores","base_clock","boost_clock","tdp","integrated_graphics","multithreading","price"
"AMD","Phenom II X4 980 Black",4,"{\"cycles\":3700000000}",null,125,null,false,"[\"USD\",\"0.00\"]"
"AMD","Phenom II X4 B99",4,"{\"cycles\":3300000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"AMD","Phenom II X6 1035T",6,"{\"cycles\":2600000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"AMD","Phenom II X6 1045T",6,"{\"cycles\":2700000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"AMD","Phenom II X6 1055T",6,"{\"cycles\":2800000000}",null,125,null,false,"[\"USD\",\"0.00\"]"
"AMD","Phenom II X6 1055T",6,"{\"cycles\":2800000000}",null,125,null,false,"[\"USD\",\"189.99\"]"
"AMD","Phenom II X6 1065T",6,"{\"cycles\":2700000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"AMD","Phenom II X6 1075T",6,"{\"cycles\":3000000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"AMD","Phenom II X6 1090T Black",6,"{\"cycles\":3200000000}",null,125,null,false,"[\"USD\",\"478.00\"]"
"AMD","Phenom II X6 1100T Black",6,"{\"cycles\":3300000000}",null,125,null,false,"[\"USD\",\"0.00\"]"
"AMD","Pro A10-7800B",4,"{\"cycles\":3500000000}","{\"cycles\":3900000000}",65,"Radeon R7 (on-die)",false,"[\"USD\",\"0.00\"]"
"AMD","Pro A10-7850B",4,"{\"cycles\":3700000000}","{\"cycles\":4000000000}",95,"Radeon R7 (on-die)",false,"[\"USD\",\"0.00\"]"
"AMD","Pro A4-7300B",2,"{\"cycles\":3800000000}","{\"cycles\":4000000000}",65,"Radeon HD 8470D",false,"[\"USD\",\"0.00\"]"
"AMD","Pro A6-7400B",2,"{\"cycles\":3500000000}","{\"cycles\":3900000000}",65,"Radeon R5 (on die)",false,"[\"USD\",\"0.00\"]"
"AMD","Pro A8-7600B",4,"{\"cycles\":3100000000}","{\"cycles\":3800000000}",65,"Radeon R7 (on-die)",false,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 3 1200 (12nm)",4,"{\"cycles\":3100000000}","{\"cycles\":3400000000}",65,null,false,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 3 1200 (14nm)",4,"{\"cycles\":3100000000}","{\"cycles\":3400000000}",65,null,false,"[\"USD\",\"255.49\"]"
"AMD","Ryzen 3 1300X",4,"{\"cycles\":3500000000}","{\"cycles\":3700000000}",65,null,false,"[\"USD\",\"398.00\"]"
"AMD","Ryzen 3 2200G",4,"{\"cycles\":3500000000}","{\"cycles\":3700000000}",65,"Radeon Vega 8",false,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 3 3100",4,"{\"cycles\":3600000000}","{\"cycles\":3900000000}",65,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 3 3200G",4,"{\"cycles\":3600000000}","{\"cycles\":4000000000}",65,"Radeon Vega 8",false,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 3 3200G",4,"{\"cycles\":3600000000}","{\"cycles\":4000000000}",65,"Radeon Vega 8",false,"[\"USD\",\"174.98\"]"
"AMD","Ryzen 3 3300X",4,"{\"cycles\":3800000000}","{\"cycles\":4300000000}",65,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 1400",4,"{\"cycles\":3200000000}","{\"cycles\":3400000000}",65,null,true,"[\"USD\",\"463.38\"]"
"AMD","Ryzen 5 1500X",4,"{\"cycles\":3500000000}","{\"cycles\":3700000000}",65,null,true,"[\"USD\",\"300.99\"]"
"AMD","Ryzen 5 1600 (12nm)",6,"{\"cycles\":3200000000}","{\"cycles\":3600000000}",65,null,true,"[\"USD\",\"149.99\"]"
"AMD","Ryzen 5 1600 (14nm)",6,"{\"cycles\":3200000000}","{\"cycles\":3600000000}",65,null,true,"[\"USD\",\"219.59\"]"
"AMD","Ryzen 5 1600X",6,"{\"cycles\":3600000000}","{\"cycles\":4000000000}",95,null,true,"[\"USD\",\"315.01\"]"
"AMD","Ryzen 5 2400G",4,"{\"cycles\":3600000000}","{\"cycles\":3900000000}",65,"Radeon Vega 11",true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 2600",6,"{\"cycles\":3400000000}","{\"cycles\":3900000000}",65,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 2600",6,"{\"cycles\":3400000000}","{\"cycles\":3900000000}",65,null,true,"[\"USD\",\"209.99\"]"
"AMD","Ryzen 5 2600X",6,"{\"cycles\":3600000000}","{\"cycles\":4200000000}",95,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 2600X",6,"{\"cycles\":3600000000}","{\"cycles\":4200000000}",95,null,true,"[\"USD\",\"244.99\"]"
"AMD","Ryzen 5 3400G",4,"{\"cycles\":3700000000}","{\"cycles\":4200000000}",65,"Radeon Vega 11",true,"[\"USD\",\"210.54\"]"
"AMD","Ryzen 5 3400G",4,"{\"cycles\":3700000000}","{\"cycles\":4200000000}",65,"Radeon Vega 11",true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 3500",6,"{\"cycles\":3600000000}","{\"cycles\":4099999999}",65,null,false,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 3500X",6,"{\"cycles\":3600000000}","{\"cycles\":4099999999}",65,null,false,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 3600",6,"{\"cycles\":3600000000}","{\"cycles\":4200000000}",65,null,true,"[\"USD\",\"361.68\"]"
"AMD","Ryzen 5 3600",6,"{\"cycles\":3600000000}","{\"cycles\":4200000000}",65,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 3600X",6,"{\"cycles\":3800000000}","{\"cycles\":4400000000}",95,null,true,"[\"USD\",\"399.68\"]"
"AMD","Ryzen 5 3600X",6,"{\"cycles\":3800000000}","{\"cycles\":4400000000}",95,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 3600XT",6,"{\"cycles\":3800000000}","{\"cycles\":4500000000}",95,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 5 5600X",6,"{\"cycles\":3700000000}","{\"cycles\":4600000000}",65,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 7 1700",8,"{\"cycles\":3000000000}","{\"cycles\":3700000000}",65,null,true,"[\"USD\",\"350.00\"]"
"AMD","Ryzen 7 1700X",8,"{\"cycles\":3400000000}","{\"cycles\":3800000000}",95,null,true,"[\"USD\",\"318.97\"]"
"AMD","Ryzen 7 1700X",8,"{\"cycles\":3400000000}","{\"cycles\":3800000000}",95,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 7 1800X",8,"{\"cycles\":3600000000}","{\"cycles\":4000000000}",95,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 7 1800X",8,"{\"cycles\":3600000000}","{\"cycles\":4000000000}",95,null,true,"[\"USD\",\"635.21\"]"
"AMD","Ryzen 7 2700",8,"{\"cycles\":3200000000}","{\"cycles\":4099999999}",65,null,true,"[\"USD\",\"371.99\"]"
"AMD","Ryzen 7 2700",8,"{\"cycles\":3200000000}","{\"cycles\":4099999999}",65,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 7 2700X",8,"{\"cycles\":3700000000}","{\"cycles\":4300000000}",105,null,true,"[\"USD\",\"289.99\"]"
"AMD","Ryzen 7 3700X",8,"{\"cycles\":3600000000}","{\"cycles\":4400000000}",65,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 7 3700X",8,"{\"cycles\":3600000000}","{\"cycles\":4400000000}",65,null,true,"[\"USD\",\"329.00\"]"
"AMD","Ryzen 7 3800X",8,"{\"cycles\":3900000000}","{\"cycles\":4500000000}",105,null,true,"[\"USD\",\"359.99\"]"
"AMD","Ryzen 7 3800X",8,"{\"cycles\":3900000000}","{\"cycles\":4500000000}",105,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 7 3800XT",8,"{\"cycles\":3900000000}","{\"cycles\":4700000000}",105,null,true,"[\"USD\",\"377.99\"]"
"AMD","Ryzen 7 5800X",8,"{\"cycles\":3800000000}","{\"cycles\":4700000000}",105,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 9 3900X",12,"{\"cycles\":3800000000}","{\"cycles\":4600000000}",105,null,true,"[\"USD\",\"499.00\"]"
"AMD","Ryzen 9 3900X",12,"{\"cycles\":3800000000}","{\"cycles\":4600000000}",105,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 9 3900XT",12,"{\"cycles\":3800000000}","{\"cycles\":4700000000}",105,null,true,"[\"USD\",\"459.99\"]"
"AMD","Ryzen 9 3950X",16,"{\"cycles\":3500000000}","{\"cycles\":4700000000}",105,null,true,"[\"USD\",\"709.99\"]"
"AMD","Ryzen 9 3950X",16,"{\"cycles\":3500000000}","{\"cycles\":4700000000}",105,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 9 5900X",12,"{\"cycles\":3700000000}","{\"cycles\":4800000000}",105,null,true,"[\"USD\",\"0.00\"]"
"AMD","Ryzen 9 5950X",16,"{\"cycles\":3400000000}","{\"cycles\":4900000000}",105,null,true,"[\"USD\",\"0.00\"]"
"AMD","Sempron 130",1,"{\"cycles\":2600000000}",null,45,null,false,"[\"USD\",\"0.00\"]"
"AMD","Sempron 140",1,"{\"cycles\":2700000000}",null,45,null,false,"[\"USD\",\"0.00\"]"
"AMD","Sempron 145",1,"{\"cycles\":2800000000}",null,45,null,false,"[\"USD\",\"59.99\"]"
"AMD","Sempron 145",1,"{\"cycles\":2800000000}",null,45,null,false,"[\"USD\",\"0.00\"]"
"AMD","Sempron 150",1,"{\"cycles\":2900000000}",null,45,null,false,"[\"USD\",\"0.00\"]"
"AMD","Sempron X2 190",2,"{\"cycles\":2500000000}",null,45,null,false,"[\"USD\",\"0.00\"]"
"AMD","Sempron X2 198",2,"{\"cycles\":2500000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"AMD","Sempron X2 250",2,"{\"cycles\":3200000000}","{\"cycles\":3600000000}",65,null,false,"[\"USD\",\"0.00\"]"
"AMD","Threadripper 1900X",8,"{\"cycles\":3800000000}","{\"cycles\":4000000000}",180,null,true,"[\"USD\",\"409.73\"]"
"AMD","Threadripper 1920X",12,"{\"cycles\":3500000000}","{\"cycles\":4000000000}",180,null,true,"[\"USD\",\"989.00\"]"
"AMD","Threadripper 1950X",16,"{\"cycles\":3400000000}","{\"cycles\":4000000000}",180,null,true,"[\"USD\",\"1155.25\"]"
"AMD","Threadripper 2920X",12,"{\"cycles\":3500000000}","{\"cycles\":4300000000}",180,null,true,"[\"USD\",\"1499.99\"]"
"AMD","Threadripper 2920X",12,"{\"cycles\":3500000000}","{\"cycles\":4300000000}",180,null,true,"[\"USD\",\"0.00\"]"
"AMD","Threadripper 2950X",16,"{\"cycles\":3500000000}","{\"cycles\":4400000000}",180,null,true,"[\"USD\",\"0.00\"]"
"AMD","Threadripper 2950X",16,"{\"cycles\":3500000000}","{\"cycles\":4400000000}",180,null,true,"[\"USD\",\"589.99\"]"
"AMD","Threadripper 2970WX",24,"{\"cycles\":3000000000}","{\"cycles\":4200000000}",250,null,true,"[\"USD\",\"0.00\"]"
"AMD","Threadripper 2970WX",24,"{\"cycles\":3000000000}","{\"cycles\":4200000000}",250,null,true,"[\"USD\",\"1030.27\"]"
"AMD","Threadripper 2990WX",32,"{\"cycles\":3000000000}","{\"cycles\":4200000000}",250,null,true,"[\"USD\",\"0.00\"]"
"AMD","Threadripper 2990WX",32,"{\"cycles\":3000000000}","{\"cycles\":4200000000}",250,null,true,"[\"USD\",\"1699.99\"]"
"AMD","Threadripper 3960X",24,"{\"cycles\":3800000000}","{\"cycles\":4500000000}",280,null,true,"[\"USD\",\"1843.58\"]"
"AMD","Threadripper 3970X",32,"{\"cycles\":3700000000}","{\"cycles\":4500000000}",280,null,true,"[\"USD\",\"2279.94\"]"
"AMD","Threadripper 3990X",64,"{\"cycles\":2900000000}","{\"cycles\":4300000000}",280,null,true,"[\"USD\",\"4015.00\"]"
"Intel","Atom D2500",2,"{\"cycles\":1867000000}",null,10,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Atom D2700",2,"{\"cycles\":2133000000}",null,10,null,true,"[\"USD\",\"100.00\"]"
"Intel","Celeron 420",1,"{\"cycles\":1600000000}",null,35,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron 420",1,"{\"cycles\":1600000000}",null,35,null,false,"[\"USD\",\"49.95\"]"
"Intel","Celeron 430",1,"{\"cycles\":1800000000}",null,35,null,false,"[\"USD\",\"75.62\"]"
"Intel","Celeron 430",1,"{\"cycles\":1800000000}",null,35,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron 440",1,"{\"cycles\":2000000000}",null,35,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron 440",1,"{\"cycles\":2000000000}",null,35,null,false,"[\"USD\",\"49.99\"]"
"Intel","Celeron 450",1,"{\"cycles\":2200000000}",null,35,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron 847",2,"{\"cycles\":1100000000}",null,17,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron E1200",2,"{\"cycles\":1600000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron E1200",2,"{\"cycles\":1600000000}",null,65,null,false,"[\"USD\",\"70.00\"]"
"Intel","Celeron E1400",2,"{\"cycles\":2000000000}",null,65,null,false,"[\"USD\",\"14.00\"]"
"Intel","Celeron E1400",2,"{\"cycles\":2000000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron E1500",2,"{\"cycles\":2200000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron E1600",2,"{\"cycles\":2400000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron E3200",2,"{\"cycles\":2400000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron E3300",2,"{\"cycles\":2500000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron E3300",2,"{\"cycles\":2500000000}",null,65,null,false,"[\"USD\",\"43.99\"]"
"Intel","Celeron E3400",2,"{\"cycles\":2600000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Celeron E3500",2,"{\"cycles\":2700000000}",null,65,null,false,"[\"USD\",\"21.00\"]"
"Intel","Celeron G1610",2,"{\"cycles\":2600000000}",null,55,"Intel HD Graphics",false,"[\"USD\",\"37.00\"]"
"Intel","Celeron G1620",2,"{\"cycles\":2700000000}",null,55,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G1630",2,"{\"cycles\":2800000000}",null,55,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G1820",2,"{\"cycles\":2700000000}",null,53,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G1830",2,"{\"cycles\":2800000000}",null,53,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G1840",2,"{\"cycles\":2800000000}",null,53,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G1850",2,"{\"cycles\":2900000000}",null,53,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G3900",2,"{\"cycles\":2800000000}",null,51,"Intel HD Graphics 510",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G3920",2,"{\"cycles\":2600000000}",null,35,"Intel HD Graphics 510",false,"[\"USD\",\"197.12\"]"
"Intel","Celeron G3930",2,"{\"cycles\":2900000000}",null,51,"Intel HD Graphics 610",false,"[\"USD\",\"59.99\"]"
"Intel","Celeron G3930",2,"{\"cycles\":2900000000}",null,51,"Intel HD Graphics 610",false,"[\"USD\",\"84.74\"]"
"Intel","Celeron G3930T",2,"{\"cycles\":2700000000}",null,35,"Intel HD Graphics 610",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G3950",2,"{\"cycles\":3000000000}",null,51,"Intel HD Graphics 610",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G440",1,"{\"cycles\":1600000000}",null,35,"Intel HD Graphics",false,"[\"USD\",\"30.00\"]"
"Intel","Celeron G465",2,"{\"cycles\":1900000000}",null,35,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G470",1,"{\"cycles\":2000000000}",null,35,"Intel HD Graphics",true,"[\"USD\",\"0.00\"]"
"Intel","Celeron G4900",2,"{\"cycles\":3100000000}",null,65,"Intel UHD Graphics 610",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G4900T",2,"{\"cycles\":1800000000}",null,35,"Intel UHD Graphics 610",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G4920",2,"{\"cycles\":3200000000}",null,65,"Intel UHD Graphics 610",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G4920",2,"{\"cycles\":3200000000}",null,65,"Intel UHD Graphics 610",false,"[\"USD\",\"63.44\"]"
"Intel","Celeron G4930",2,"{\"cycles\":3200000000}",null,54,"Intel UHD Graphics 610",false,"[\"USD\",\"43.40\"]"
"Intel","Celeron G530",2,"{\"cycles\":2400000000}",null,65,"Intel HD Graphics",false,"[\"USD\",\"69.98\"]"
"Intel","Celeron G540",2,"{\"cycles\":2500000000}",null,65,"Intel HD Graphics",false,"[\"USD\",\"121.59\"]"
"Intel","Celeron G555",2,"{\"cycles\":2700000000}",null,65,"Intel HD Graphics",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G5900",2,"{\"cycles\":3400000000}",null,58,"Intel UHD Graphics 610",false,"[\"USD\",\"43.26\"]"
"Intel","Celeron G5905",2,"{\"cycles\":3500000000}",null,58,"Intel UHD Graphics 610",false,"[\"USD\",\"62.63\"]"
"Intel","Celeron G5905T",2,"{\"cycles\":3300000000}",null,35,"Intel UHD Graphics 610",false,"[\"USD\",\"0.00\"]"
"Intel","Celeron G5920",2,"{\"cycles\":3500000000}",null,58,"Intel UHD Graphics 610",false,"[\"USD\",\"61.99\"]"
"Intel","Celeron G5925",2,"{\"cycles\":3600000000}",null,58,"Intel UHD Graphics 610",false,"[\"USD\",\"72.63\"]"
"Intel","Core 2 Duo E4300",2,"{\"cycles\":1800000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E4300",2,"{\"cycles\":1800000000}",null,65,null,false,"[\"USD\",\"97.25\"]"
"Intel","Core 2 Duo E4400",2,"{\"cycles\":2000000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E4400",2,"{\"cycles\":2000000000}",null,65,null,false,"[\"USD\",\"108.00\"]"
"Intel","Core 2 Duo E4500",2,"{\"cycles\":2200000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E4600",2,"{\"cycles\":2400000000}",null,65,null,false,"[\"USD\",\"204.37\"]"
"Intel","Core 2 Duo E4600",2,"{\"cycles\":2400000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E6320",2,"{\"cycles\":1860000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E6320",2,"{\"cycles\":1860000000}",null,65,null,false,"[\"USD\",\"198.95\"]"
"Intel","Core 2 Duo E6400",2,"{\"cycles\":2130000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E6400",2,"{\"cycles\":2130000000}",null,65,null,false,"[\"USD\",\"98.95\"]"
"Intel","Core 2 Duo E6420",2,"{\"cycles\":2130000000}",null,65,null,false,"[\"USD\",\"149.94\"]"
"Intel","Core 2 Duo E6420",2,"{\"cycles\":2130000000}",null,65,null,false,"[\"USD\",\"133.82\"]"
"Intel","Core 2 Duo E6540",2,"{\"cycles\":2330000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E6550",2,"{\"cycles\":2330000000}",null,65,null,false,"[\"USD\",\"177.94\"]"
"Intel","Core 2 Duo E6550",2,"{\"cycles\":2330000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E6550",2,"{\"cycles\":2330000000}",null,65,null,false,"[\"USD\",\"49.79\"]"
"Intel","Core 2 Duo E6700",2,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"204.03\"]"
"Intel","Core 2 Duo E6700",2,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"149.94\"]"
"Intel","Core 2 Duo E6700",2,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E6750",2,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"87.99\"]"
"Intel","Core 2 Duo E6750",2,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E6850",2,"{\"cycles\":3000000000}",null,65,null,false,"[\"USD\",\"249.95\"]"
"Intel","Core 2 Duo E6850",2,"{\"cycles\":3000000000}",null,65,null,false,"[\"USD\",\"129.94\"]"
"Intel","Core 2 Duo E7200",2,"{\"cycles\":2530000000}",null,65,null,false,"[\"USD\",\"80.98\"]"
"Intel","Core 2 Duo E7200",2,"{\"cycles\":2530000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E7300",2,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"28.20\"]"
"Intel","Core 2 Duo E7300",2,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"11.95\"]"
"Intel","Core 2 Duo E7400",2,"{\"cycles\":2800000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E7400",2,"{\"cycles\":2800000000}",null,65,null,false,"[\"USD\",\"129.94\"]"
"Intel","Core 2 Duo E7400",2,"{\"cycles\":2800000000}",null,65,null,false,"[\"USD\",\"175.27\"]"
"Intel","Core 2 Duo E7500",2,"{\"cycles\":2930000000}",null,65,null,false,"[\"USD\",\"99.99\"]"
"Intel","Core 2 Duo E7500",2,"{\"cycles\":2930000000}",null,65,null,false,"[\"USD\",\"113.95\"]"
"Intel","Core 2 Duo E7500",2,"{\"cycles\":2930000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E7600",2,"{\"cycles\":3060000000}",null,65,null,false,"[\"USD\",\"129.94\"]"
"Intel","Core 2 Duo E7600",2,"{\"cycles\":3060000000}",null,65,null,false,"[\"USD\",\"149.94\"]"
"Intel","Core 2 Duo E8190",2,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E8200",2,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E8300",2,"{\"cycles\":2830000000}",null,65,null,false,"[\"USD\",\"119.95\"]"
"Intel","Core 2 Duo E8400",2,"{\"cycles\":3000000000}",null,65,null,false,"[\"USD\",\"140.00\"]"
"Intel","Core 2 Duo E8400",2,"{\"cycles\":3000000000}",null,65,null,false,"[\"USD\",\"29.00\"]"
"Intel","Core 2 Duo E8400",2,"{\"cycles\":3000000000}",null,65,null,false,"[\"USD\",\"40.02\"]"
"Intel","Core 2 Duo E8400",2,"{\"cycles\":3000000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E8500",2,"{\"cycles\":3160000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E8600",2,"{\"cycles\":3330000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Duo E8600",2,"{\"cycles\":3330000000}",null,65,null,false,"[\"USD\",\"105.99\"]"
"Intel","Core 2 Extreme QX6700",4,"{\"cycles\":2660000000}",null,100,null,false,"[\"USD\",\"605.64\"]"
"Intel","Core 2 Extreme QX6700",4,"{\"cycles\":2660000000}",null,100,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Extreme QX6800",4,"{\"cycles\":2930000000}",null,100,null,false,"[\"USD\",\"998.95\"]"
"Intel","Core 2 Extreme QX6800",4,"{\"cycles\":2930000000}",null,100,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Extreme QX6850",4,"{\"cycles\":3000000000}",null,130,null,false,"[\"USD\",\"904.00\"]"
"Intel","Core 2 Extreme QX6850",4,"{\"cycles\":3000000000}",null,130,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Extreme QX9650",4,"{\"cycles\":3000000000}",null,130,null,false,"[\"USD\",\"299.00\"]"
"Intel","Core 2 Extreme QX9650",4,"{\"cycles\":3000000000}",null,130,null,false,"[\"USD\",\"499.99\"]"
"Intel","Core 2 Extreme QX9770",4,"{\"cycles\":3200000000}",null,136,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Extreme QX9775",4,"{\"cycles\":3200000000}",null,150,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Extreme QX9775",4,"{\"cycles\":3200000000}",null,150,null,false,"[\"USD\",\"1495.00\"]"
"Intel","Core 2 Extreme X6800",2,"{\"cycles\":2930000000}",null,75,null,false,"[\"USD\",\"499.95\"]"
"Intel","Core 2 Quad Q6600",4,"{\"cycles\":2400000000}",null,100,null,false,"[\"USD\",\"518.00\"]"
"Intel","Core 2 Quad Q6600",4,"{\"cycles\":2400000000}",null,100,null,false,"[\"USD\",\"39.97\"]"
"Intel","Core 2 Quad Q6700",4,"{\"cycles\":2660000000}",null,100,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q6700",4,"{\"cycles\":2660000000}",null,100,null,false,"[\"USD\",\"49.22\"]"
"Intel","Core 2 Quad Q8200",4,"{\"cycles\":2330000000}",null,95,null,false,"[\"USD\",\"53.45\"]"
"Intel","Core 2 Quad Q8200",4,"{\"cycles\":2330000000}",null,95,null,false,"[\"USD\",\"144.01\"]"
"Intel","Core 2 Quad Q8200",4,"{\"cycles\":2330000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q8200S",4,"{\"cycles\":2330000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q8300",4,"{\"cycles\":2500000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q8400",4,"{\"cycles\":2660000000}",null,95,null,false,"[\"USD\",\"235.34\"]"
"Intel","Core 2 Quad Q8400",4,"{\"cycles\":2660000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q8400S",4,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q9300",4,"{\"cycles\":2500000000}",null,95,null,false,"[\"USD\",\"167.99\"]"
"Intel","Core 2 Quad Q9300",4,"{\"cycles\":2500000000}",null,95,null,false,"[\"USD\",\"75.56\"]"
"Intel","Core 2 Quad Q9400",4,"{\"cycles\":2660000000}",null,95,null,false,"[\"USD\",\"42.53\"]"
"Intel","Core 2 Quad Q9400",4,"{\"cycles\":2660000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q9400S",4,"{\"cycles\":2660000000}",null,65,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q9450",4,"{\"cycles\":2660000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q9450",4,"{\"cycles\":2660000000}",null,95,null,false,"[\"USD\",\"295.44\"]"
"Intel","Core 2 Quad Q9505",4,"{\"cycles\":2830000000}",null,95,null,false,"[\"USD\",\"0.00\"]"
"Intel","Core 2 Quad Q9505",4,"{\"cycles\":2830000000}",null,95,null,false,"[\"USD\",\"249.95\"]"
